UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,Citation,RELATIONSHIP,DATE,LOCATION PRECISION
810b1c08-3895-4635-a554-0375cb5efaed,Gauls,char-offset:40828,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,43",,386 B.C.,
096dc2a7-a3b4-4a16-a2a8-c9282dfe6441,Gauls,char-offset:40960,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,43",,386 B.C.,
c44ddadb-2e1c-444c-9042-4efd5dceca1e,Gauls,char-offset:41436,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,43",,386 B.C.,
73c3eda4-fcf2-45e0-89c0-d25a31fc7761,Gauls,char-offset:41677,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,43",,386 B.C.,
d59b0f6d-fedb-41d1-a390-13831d572aec,Gauls,char-offset:45006,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,45",,386 B.C.,
014a9387-af15-47e5-8c17-8e507828ba77,Gauls,char-offset:45182,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,45",,386 B.C.,
57c36ace-2444-4b45-a90b-77ae066addbe,Gauls,char-offset:47170,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,46",,386 B.C.,
c2adf6f4-04e5-48b1-a621-8f6a57771ec1,Gauls,char-offset:47948,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,46",,386 B.C.,
b602483d-67bb-45d5-a31a-eb684c40f743,Gauls,char-offset:50552,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,47",,386 B.C.,
b188ef0d-51eb-4971-af91-671d1409e763,Gauls,char-offset:53361,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,47",,386 B.C.,
edb4804d-1d79-4ea2-bbd5-a5ab79a5875a,Gauls,char-offset:53658,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,48",,386 B.C.,
744de818-be98-456a-9105-1f7e153e9a68,Gauls,char-offset:54409,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,48",,386 B.C.,
67c351a1-6348-4a8d-8d33-e509375b1b0d,Gauls,char-offset:55437,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,48",,386 B.C.,
2cb75b6b-bbc9-4b4c-8c24-94c7e4bbf116,Gauls,char-offset:55989,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,48",,386 B.C.,
3c29c8a7-5134-4b59-8304-8b3d99684e9d,Gauls,char-offset:56505,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,49",,386 B.C.,
c61a811b-da53-4b3b-abcb-ccfd2e17e87a,Gauls,char-offset:56765,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,49",,386 B.C.,
ef405149-b9f3-4a9b-a7a3-5493d6c88af6,Gauls,char-offset:57404,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,49",,386 B.C.,
8ded612b-c49d-4437-bf85-34dc53576c81,Gauls,char-offset:57634,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,49",,386 B.C.,
01c8629c-c9ce-4a17-8fdb-0776f39edcdb,Gauls,char-offset:60091,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,50",,386 B.C.,
724cb677-e716-449d-9462-324569c1f2e9,Gauls,char-offset:60556,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,50",,386 B.C.,
2657b3fd-049b-45cc-a916-f986fbd3a6ff,Gauls,char-offset:62193,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,51",,386 B.C.,
ad994802-7723-4ee9-9ee7-2d9a073190fa,Gauls,char-offset:63406,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,51",,386 B.C.,
56257c3a-7a62-47a5-b574-69ad1935b2e0,Gauls,char-offset:65335,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,52",,386 B.C.,
0518ea4c-8e79-4b3a-a7e5-948a966ca29e,Gauls,char-offset:67947,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,52",,386 B.C.,
7a6f2791-2c68-4c9b-afe3-3e3e2e1b6edc,Gauls,char-offset:69844,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,53",,386 B.C.,
a03a010a-1736-415c-9463-5279d6cf87a2,Gauls,char-offset:70501,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,53",,386 B.C.,
578757c4-51e4-4886-88e1-e4c3b019df7a,Gauls,char-offset:70943,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,53",,386 B.C.,
c4494a4e-de80-4d87-a118-8e593a95c49a,Gauls,char-offset:71272,PEOPLE,http://pleiades.stoa.org/places/148114,Libicii?,43.75,4.25,people,"5,53",,386 B.C.,
7e9af796-b467-48de-821c-02bc860f985b,Genucius,char-offset:53687,PERSON,,,,,,"5,16",,398 B.C.,
a7e1b5c1-f8a0-47b5-8727-0decf96065d2,Genucius,char-offset:53819,PERSON,,,,,,"5,16",,398 B.C.,
72ba39c2-635b-4897-891b-85f1921aef8d,Greece,char-offset:10326,PLACE,http://sws.geonames.org/390903,Greece,39.04697922,22.97947876,,"5,2",,403 B.C.,
6fa4dbda-4979-48cf-814c-de4d00802694,Greece,char-offset:78558,PLACE,http://sws.geonames.org/390903,Greece,39.04697922,22.97947876,,"5,26",,390 B.C.,
5983ea21-ff44-4613-85a8-644afe8ad9f7,Hercules,char-offset:17778,PERSON,,,,,,"5,34",,390 B.C.,
44753559-7525-4800-9f6f-a94e36a5c57b,Italy,char-offset:14246,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,33",,390 B.C.,
7843c259-1278-483f-a688-181bcd0385ee,Italy,char-offset:14766,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,33",,390 B.C.,
80280adf-26f7-46d3-8a5d-8fe6bb5fd141,Italy,char-offset:15174,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,33",,390 B.C.,
269dddc7-10d3-4d1d-bcf2-f251916403a9,Italy,char-offset:15252,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,33",,390 B.C.,
e070b04c-ac4c-4586-a5f1-bd12fde0e330,Italy,char-offset:16196,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,34",,390 B.C.,
f3476970-00db-4571-9694-600aa793e839,Italy,char-offset:17298,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,34",,390 B.C.,
fa5d45a3-9c9e-4c59-a312-875f541a47ee,Italy,char-offset:73628,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,54",,386 B.C.,
a0185cdf-d6b3-4217-b8e3-138f54c4bf70,Italy,char-offset:74103,PLACE,http://sws.geonames.org/3175395,Italy,42.78740074,12.0810743,,"5,54",,386 B.C.,
e3a76b94-1c12-4f37-8deb-0d9f2157cae2,Janiculum,char-offset:33551,PLACE,http://pleiades.stoa.org/places/430827518,Janiculum,41.88333,12.46667,"hill,fort","5,40",,386 B.C.,
8d857db4-4795-46f0-8a2a-d89b3a7e0814,Janiculum,char-offset:34388,PLACE,http://pleiades.stoa.org/places/430827518,Janiculum,41.88333,12.46667,"hill,fort","5,40",,386 B.C.,
e00afddd-7b10-491e-a608-2a783b1eb3f3,Juno,char-offset:65576,PERSON,,,,,,"5,18",,392 B.C.,
5384473c-68e2-4d8c-bb5b-c7c62f2c5083,Juno,char-offset:66034,PERSON,,,,,,"5,18",,392 B.C.,
8d1f46bc-858d-48aa-850d-ff45977957ec,Juno,char-offset:68243,PERSON,,,,,,"5,19",,392 B.C.,
453bb7e1-58c7-4153-b224-5c62cf2a08b4,Juno,char-offset:67414,PERSON,,,,,,"5,52",,386 B.C.,
a6f7124f-3bb4-43ae-89e6-652ff8f853fa,Jupiter Optimus Maximus,char-offset:59585,PERSON,,,,,,"5,50",,386 B.C.,
d471981b-ecec-49c6-ad2f-4df6ac037352,Jupiter Optimus Maximus,char-offset:63872,PERSON,,,,,,"5,51",,386 B.C.,
d3ed19f1-ba79-422e-8b96-2b8e230cd943,Juventas,char-offset:74676,PERSON,,,,,,"5,54",,386 B.C.,
502f571b-d754-40ed-8d4e-0fe8cce48173,Kaeso Fabius,char-offset:36265,PERSON,,,,,,"5,9",,402 B.C.,
6dbaf587-863c-4df0-877d-d7970c29aa4a,L. Albinius,char-offset:34444,PERSON,,,,,,"5,40",,386 B.C.,
bb920b49-ae08-4a0b-a031-d930b7ad4b6b,L. Apuleius,char-offset:13031,PERSON,,,,,,"5,32",,390 B.C.,
bb187741-f2e3-408d-9855-bdeeedf471a6,L. Atilius,char-offset:52361,PERSON,,,,,,"5,15",,398 B.C.,
fe8c413f-b2a9-4f65-a29e-832d47b03f9a,L. Furius Medullinus,char-offset:37705,PERSON,,,,,,"5,10",,401 B.C.,
840a6285-ff41-4362-91d5-b1e781775fe0,L. Furius Medullinus,char-offset:11297,PERSON,,,,,,"5,32",,390 B.C.,
777f43f0-6213-4949-9b41-217f50bd8075,L. Furius Medullinus-for,char-offset:43542,PERSON,,,,,,"5,12",,400 B.C.,
bddc5ef6-52c8-47a4-ab42-45bded6e349d,L. Furius Medullinus-for,char-offset:47093,PERSON,,,,,,"5,13",,399 B.C.,
060d2e7f-32d2-4550-a285-379af8b7b634,L. Julius,char-offset:48088,PERSON,,,,,,"5,14",,399 B.C.,
1a21eafd-10bc-4f7f-9d7a-00eb5d9e9e08,L. Julius Julus,char-offset:502,PERSON,,,,,,"5,1",,403 B.C.,
a5b341ca-05f4-4f9e-bf0e-b3b60e49d9de,L. Julius Julus,char-offset:28192,PERSON,,,,,,"5,6",,403 B.C.,
b9772841-4717-4869-a8d8-d4a5498347e6,L. Julius Julus,char-offset:47076,PERSON,,,,,,"5,13",,399 B.C.,
004f6221-bed0-4b3b-b845-10a1e50230aa,L. Lucretius,char-offset:5287,PERSON,,,,,,"5,29",,390 B.C.,
4d658c60-67a1-4e9b-80d0-33bf87e95460,L. Lucretius,char-offset:11251,PERSON,,,,,,"5,32",,390 B.C.,
71b9b6b8-e7d4-4562-8683-90204ff1987c,L. Lucretius,char-offset:11443,PERSON,,,,,,"5,32",,390 B.C.,
ccae6e8a-840f-4038-b201-ecc9ddd60a4d,L. Lucretius Flavus,char-offset:4597,PERSON,,,,,,"5,29",,390 B.C.,
685fe61c-4fec-4c82-987f-d96728077650,L. Popilius Volscus,char-offset:37731,PERSON,,,,,,"5,10",,401 B.C.,
29a7057d-ab72-4ba3-9c3d-e8e609e6baee,L. Sergius,char-offset:320,PERSON,,,,,,"5,28",,390 B.C.,
17c851e8-9cad-4c23-a86d-9c0fbc269ecf,L. Titinius,char-offset:52303,PERSON,,,,,,"5,15",,398 B.C.,
43c33c27-62a0-43f6-8bde-c639a32baa09,L. Titinus,char-offset:37681,PERSON,,,,,,"5,10",,401 B.C.,
4a1f0662-6dcd-490b-b9a7-2b621d60a4d1,L. Valerius,char-offset:307,PERSON,,,,,,"5,28",,390 B.C.,
008b2f88-ac8c-4a1d-9ef6-a18154b06fdb,L. Valerius,char-offset:54815,PERSON,,,,,,"5,48",,386 B.C.,
76456acb-8768-47df-ba89-84e3109fe21f,L. Valerius Potitus,char-offset:9403,PERSON,,,,,,"5,31",,390 B.C.,
a6f45f44-71f8-42b5-905a-67f906a40e2b,L. Valerius Potitus,char-offset:11026,PERSON,,,,,,"5,31",,390 B.C.,
0113827d-b8b8-407e-a982-d340a452e27c,L. Valerius Potitus-for,char-offset:27995,PERSON,,,,,,"5,6",,403 B.C.,
4b87a985-af4c-46dc-b886-1cb61e2de42d,L. Valerius Potitus-for,char-offset:43442,PERSON,,,,,,"5,12",,400 B.C.,
d2df52b6-71ab-4776-8c10-20be33a65d49,L. Valerius Publicola,char-offset:75974,PERSON,,,,,,"5,24",,390 B.C.,
5ab768a6-3038-41f8-8cba-ce75c953bb7e,L. Verginius,char-offset:34963,PERSON,,,,,,"5,9",,402 B.C.,
575dd908-0c7f-493a-b40e-1048da7fb061,Labici,char-offset:47418,PLACE,http://sws.geonames.org/3175367,Labico,41.7926,12.87127,,"5,14",,399 B.C.,
9369b75c-70ab-47dd-9748-053755cf6581,Latium,char-offset:48324,PLACE,http://pleiades.stoa.org/places/432900,Latium,41.7909,12.7621,"region,people","5,46",,386 B.C.,
48acea60-fd4c-4210-97ec-0bd3a62ebce1,Latona,char-offset:39921,PERSON,,,,,,"5,11",,401 B.C.,
de30569b-cd67-45d7-b671-cff2fcad4526,Lavinium,char-offset:66698,PLACE,http://pleiades.stoa.org/places/423104,"Tredici Altari|Temple East of Lavinium|Pratica di Mare, Pomezia|Tredici Altari|Lavinium|Lavinium, Pratica di Mare, Pomezia",41.66391,12.48009,"temple-2,urban,port,sanctuary,settlement","5,52",,386 B.C.,
471e66c6-4de4-42d8-8615-f3481261f1c0,Libui,char-offset:19045,PLACE,,,,,,"5,35",,390 B.C.,
f0684dc5-d0f7-447d-91bb-5fa85caa4892,Licinian,char-offset:65144,PERSON,,,,,,"5,18",,392 B.C.,
6781aaca-ed9a-4e9e-895c-525c3db85caa,Ligurian Laevi,char-offset:19121,PERSON,,,,,,"5,35",,390 B.C.,
8420665d-2d9d-4d5e-b62d-243c323d1fcb,Lingones,char-offset:19184,PLACE,http://pleiades.stoa.org/places/393445,Lingones,44.75,11.75,unknown,"5,35",,390 B.C.,
a83c9530-5076-4c1b-bb7e-b61247258671,Liparae,char-offset:590,PLACE,http://pleiades.stoa.org/places/462283,"Lipara (settlement)|Liparae/Lipara, Lipari",38.46708,14.95373,settlement,"5,28",,390 B.C.,
76d4896a-48f5-4e09-afb4-9e19262dc34a,Liparean,char-offset:509,PLACE,http://pleiades.stoa.org/places/462283,"Lipara (settlement)|Liparae/Lipara, Lipari",38.46708,14.95373,settlement,"5,28",,390 B.C.,
ffe54767-d8df-4a13-ab5a-5fab2eb7e1a4,Lucius Verginius,char-offset:22597,PERSON,,,,,,"5,5",,403 B.C.,
3c19f75f-6a7c-4eca-b1e1-4b57d0712777,M. Acutius,char-offset:30678,PERSON,,,,,,"5,7",,403 B.C.,
e855a0c8-8be9-4e33-b5b8-78e6286f843a,M. Aemilius,char-offset:11284,PERSON,,,,,,"5,32",,390 B.C.,
6dca6750-e79e-49d9-9043-024edcb51da9,M. Cornelius,char-offset:10454,PERSON,,,,,,"5,31",,390 B.C.,
8c507a67-53de-4483-bf50-bc687731f078,M. Fabius,char-offset:35618,PERSON,,,,,,"5,40",,386 B.C.,
772f5eb2-33db-48a2-adc5-b610b52e4087,M. Furius,char-offset:36296,PERSON,,,,,,"5,9",,402 B.C.,
d1316c69-b0bf-47d3-afe5-37ed740c9db8,M. Furius,char-offset:67115,PERSON,,,,,,"5,18",,392 B.C.,
21358abd-4b83-4ac1-8d63-958bcfe75750,M. Furius,char-offset:9529,PERSON,,,,,,"5,31",,390 B.C.,
cd89bcb7-8b19-4342-a0ce-2733011caeef,M. Furius Camillus,char-offset:533,PERSON,,,,,,"5,1",,403 B.C.,
d010c85c-f02f-4d11-8805-6402ecb95233,M. Furius Camillus,char-offset:50593,PERSON,,,,,,"5,15",,398 B.C.,
ab707cb6-6fdb-4205-8ac2-7e056e16e8ff,M. Furius Camillus,char-offset:75680,PERSON,,,,,,"5,24",,390 B.C.,
e54b5925-0276-4c13-a57e-d3201a87e608,M. Furius Camillus,char-offset:10911,PERSON,,,,,,"5,31",,390 B.C.,
ec09d959-a3c9-4131-a54c-79155aacd1fa,M. Furius Camillus,char-offset:12943,PERSON,,,,,,"5,32",,390 B.C.,
e5f6a7c0-47ed-4f2c-a6da-bce13f8f5cb8,M. Furius Camillus-for,char-offset:43502,PERSON,,,,,,"5,12",,400 B.C.,
eab51ff0-61d8-4664-a5aa-4dcc595dee94,M. Manlius,char-offset:9427,PERSON,,,,,,"5,31",,390 B.C.,
280f2b0f-838e-4297-a2f2-37383d2f9344,M. Manlius,char-offset:51432,PERSON,,,,,,"5,47",,386 B.C.,
54f971a9-2e78-4fe3-8689-4e910762fda0,M. Metilius,char-offset:31850,PERSON,,,,,,"5,7",,403 B.C.,
ca797022-363a-4483-a625-a34e1ba9e308,M. Minucius,char-offset:31867,PERSON,,,,,,"5,8",,402 B.C.,
57eae8f0-c70a-41a2-b311-750ead3a75af,M. Papirius,char-offset:37294,PERSON,,,,,,"5,41",,386 B.C.,
7fcd997d-2256-4ec3-bab1-de3e067f4760,M. Pomponius,char-offset:39410,PERSON,,,,,,"5,10",,401 B.C.,
275a8776-d6d4-426b-bd49-2abf59e54e5d,M. Postumius,char-offset:519,PERSON,,,,,,"5,1",,403 B.C.,
8cc84476-340a-4a19-8b56-955146c272b6,M. Postumius Albinus,char-offset:557,PERSON,,,,,,"5,1",,403 B.C.,
dd6aa44f-aa7a-4557-950e-a0ac30ca2aed,M. Quinctilius Varus,char-offset:480,PERSON,,,,,,"5,1",,403 B.C.,
9bcc451e-ab24-451b-9a9d-27c3762f8d51,M. Veturius,char-offset:39300,PERSON,,,,,,"5,10",,401 B.C.,
33083d19-e34c-49d6-aa17-4dea049fd6c9,Manius Aemilius,char-offset:36245,PERSON,,,,,,"5,9",,402 B.C.,
3c551e2e-a5a5-40df-9286-e65438de7717,Manius Sergius,char-offset:23950,PERSON,,,,,,"5,5",,403 B.C.,
b10b8407-985a-43cb-afeb-bf76e025501f,Manius Sergius,char-offset:34980,PERSON,,,,,,"5,9",,402 B.C.,
9200f278-13b3-4704-814b-96bc601a8ac8,Manlius,char-offset:37672,PERSON,,,,,,"5,10",,401 B.C.,
b769faff-42d8-42f2-adbb-d6fdf562fd1b,Manlius,char-offset:52331,PERSON,,,,,,"5,15",,398 B.C.,
c20b8222-a4c0-44d4-b215-65572ba55818,Manlius,char-offset:51749,PERSON,,,,,,"5,47",,386 B.C.,
53a215f8-560f-4296-b129-00e0bf71ec53,Manlius,char-offset:52393,PERSON,,,,,,"5,47",,386 B.C.,
13af867a-9b76-40fb-b5c2-52a14d001782,Marcus Caedicius,char-offset:12346,PERSON,,,,,,"5,32",,390 B.C.,
cf566b4c-755e-4288-a919-0ec8a1bb7732,Mars Gradivus,char-offset:66301,PERSON,,,,,,"5,52",,386 B.C.,
bf8385d7-87b3-440a-a354-7c2f59088eb0,Massilians,char-offset:18166,PLACE,,,,,,"5,34",,390 B.C.,
d50c0b1d-2aba-416b-b6c8-e49b452644de,Matuta,char-offset:56567,PLACE,http://dare.ht.lu.se/places/42575,"Tempio di Mater Matuta, Le Ferriere",41.5132982,12.7551881,,"5,16",,398 B.C.,
b76853fd-8694-4270-95b3-e05657d63278,Matuta,char-offset:68285,PLACE,http://dare.ht.lu.se/places/42575,"Tempio di Mater Matuta, Le Ferriere",41.5132982,12.7551881,,"5,20",,392 B.C.,
00e96386-a394-48fb-ba16-3f6567076667,Mediolanum,char-offset:18751,PLACE,http://pleiades.stoa.org/places/172148,Mediolanum,,,unlocated,"5,34",,390 B.C.,
5fd1c001-4ee9-4ec2-9761-9769b7a52b71,Mercury,char-offset:39949,PERSON,,,,,,"5,11",,401 B.C.,
2113b2d7-b53f-4a9d-a42f-d67fb3826b1d,P. Cornelius,char-offset:76015,PERSON,,,,,,"5,25",,390 B.C.,
30609a5e-d241-4a62-8fe6-26ee013568ab,P. Cornelius Maluginensis,char-offset:47180,PERSON,,,,,,"5,13",,399 B.C.,
8bcdb08a-13bd-4ded-a541-0304f7389fc5,P. Cornelius Maluginensis,char-offset:23934,PERSON,,,,,,"5,36",,386 B.C.,
484f6e0e-a417-4c8e-9449-e01accca7480,P. Cornelius Scipio,char-offset:55625,PERSON,,,,,,"5,16",,398 B.C.,
0701687c-2fc6-4adb-aaa1-a5ece1b9f19f,P. Cornelius Scipio,char-offset:10967,PERSON,,,,,,"5,31",,390 B.C.,
70a4a801-9906-4480-8afb-65ab4a93b285,P. Curatius,char-offset:31837,PERSON,,,,,,"5,7",,403 B.C.,
5c8bb33e-0bb7-4181-b621-d76ceb117a7f,P. Licinius,char-offset:38959,PERSON,,,,,,"5,10",,401 B.C.,
18e6d8c3-105b-48f3-abb3-7cdeef15f423,P. Licinius,char-offset:52938,PERSON,,,,,,"5,16",,398 B.C.,
a7394b57-7577-4a6d-b755-5eb379a30c1e,P. Licinius,char-offset:53591,PERSON,,,,,,"5,16",,398 B.C.,
142d6c80-271f-4b5c-917d-a5bd9649a101,P. Licinius,char-offset:58716,PERSON,,,,,,"5,17",,397-396 B.C.,
521cb30f-1b5b-4498-aa0f-d1ce77347b83,P. Licinius Calvus,char-offset:37624,PERSON,,,,,,"5,10",,401 B.C.,
460ea6cc-3bc8-4d6e-b898-0e39e7472474,P. Licinius Calvus,char-offset:52488,PERSON,,,,,,"5,16",,398 B.C.,
e2d768c0-456b-4bfb-8b8e-9556ccc7cc97,P. Maelius,char-offset:37693,PERSON,,,,,,"5,10",,401 B.C.,
18cf8476-b12b-4ae9-8289-4a09a1867b79,P. Maenius,char-offset:52316,PERSON,,,,,,"5,15",,398 B.C.,
760d6666-ab03-4c46-8128-c76bbc3cfb3e,Pennine Alps,char-offset:19205,PLACE,,,,,,"5,35",,390 B.C.,
1361670e-3243-4627-83b8-c8ddea4327ff,Phocaea,char-offset:18197,PLACE,http://pleiades.stoa.org/places/550823,"Phocaea|Phocaea/Phokaia, Foça, İzmir",38.6684,26.75261,"settlement-modern,settlement","5,34",,390 B.C.,
bdebd5ec-ac7d-4777-b0aa-3e987bad9a89,Po,char-offset:19254,PLACE,http://pleiades.stoa.org/places/393469,"Padus/Eridanus (river)|Padus/Eridanus, Po",44.952389,12.432028,river,"5,35",,390 B.C.,
73d17517-9427-4ac5-9452-f399fd571914,Po,char-offset:19301,PLACE,http://pleiades.stoa.org/places/393469,"Padus/Eridanus (river)|Padus/Eridanus, Po",44.952389,12.432028,river,"5,35",,390 B.C.,
a894abdc-7531-42db-a4a6-5d91e677e381,Po,char-offset:19936,PLACE,http://pleiades.stoa.org/places/393469,"Padus/Eridanus (river)|Padus/Eridanus, Po",44.952389,12.432028,river,"5,35",,390 B.C.,
8ff6eb20-5108-4298-be6c-6854b0aa4c36,Pontius Cominius,char-offset:49240,PERSON,,,,,,"5,46",,386 B.C.,
2004005b-9c34-4030-9c9f-28e8430bcc21,Postumius,char-offset:49791,PERSON,,,,,,"5,14",,399 B.C.,
e0b914e0-c67e-4a31-90f0-658015d48eba,Postumius,char-offset:1832,PERSON,,,,,,"5,28",,390 B.C.,
7d8f5433-55a7-4a72-becb-6e9b4eb2ff72,Postumius,char-offset:2165,PERSON,,,,,,"5,28",,390 B.C.,
5f8d9dab-0da9-481e-8e8d-d2af5ae718a4,Postumius,char-offset:3412,PERSON,,,,,,"5,28",,390 B.C.,
4b38017c-1112-4981-b97e-bdf95d7131af,Postumius,char-offset:3559,PERSON,,,,,,"5,28",,390 B.C.,
600d63e5-d537-4c4f-bbda-5fd28832eefa,Postumius,char-offset:3987,PERSON,,,,,,"5,28",,390 B.C.,
50ef522c-db96-4710-8e26-212b462d2781,Publii Cornelii,char-offset:69623,PERSON,,,,,,"5,20",,392 B.C.,
67ae0741-2c31-4d50-8f4d-83fbedf152ca,Q. Fabius,char-offset:22324,PERSON,,,,,,"5,36",,386 B.C.,
7ed4d985-4f9d-4015-a5b9-d85e4e683886,Q. Pomponius,char-offset:5523,PERSON,,,,,,"5,29",,390 B.C.,
bc48de7a-1158-42e8-b96c-0998fbddb420,Q. Servilius,char-offset:23893,PERSON,,,,,,"5,36",,386 B.C.,
71a5c404-e7e5-4e8d-b16f-219b5394a115,Q. Servilius Fidenas,char-offset:50567,PERSON,,,,,,"5,15",,398 B.C.,
55236381-d6e6-42c9-b766-55ef19351f84,Q. Sulpicius,char-offset:52992,PERSON,,,,,,"5,47",,386 B.C.,
7ac8989c-b500-4710-981d-2749bd9cf0ac,Q. Sulpicius,char-offset:55684,PERSON,,,,,,"5,48",,386 B.C.,
17cd1599-ed62-4a45-87c6-ad7d86f7f317,Q. Sulpicius Longus,char-offset:23872,PERSON,,,,,,"5,36",,386 B.C.,
61634360-6d45-40ac-9a26-516670a48765,Queen Juno,char-offset:61087,PERSON,,,,,,"5,17",,397-396 B.C.,
d9222b88-189d-4d2f-940f-335106f1bc4c,Raetii,char-offset:15956,PLACE,http://pleiades.stoa.org/places/187523,Raetia,48.0464805,10.6106715,region,"5,33",,390 B.C.,
182a5d76-d729-4d86-9254-25b0e24bf508,Roman,char-offset:45514,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,13",,399 B.C.,
dd550d9c-bd40-42ad-a320-15d50c725a59,Roman,char-offset:80107,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,26",,390 B.C.,
eeba3711-e66c-4506-90c0-2d6f8f0d9eaa,Roman,char-offset:1676,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,28",,390 B.C.,
6d6be492-4ea5-43dc-8153-b40870f989ed,Roman,char-offset:3168,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,28",,390 B.C.,
7994be66-8acc-4843-8b2b-340704a61ea4,Roman,char-offset:4992,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,29",,390 B.C.,
039f2abe-0c32-4d5e-8fc7-385e76539763,Roman,char-offset:7802,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,30",,390 B.C.,
e7e2fb78-c745-4e34-837d-7ef5c4684604,Roman,char-offset:8386,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,30",,390 B.C.,
ad157886-7917-463c-b41a-e4f38afce9c7,Roman,char-offset:10353,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,31",,390 B.C.,
83ebb8fc-60eb-46fb-9212-58b9490c7092,Roman,char-offset:15043,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,33",,390 B.C.,
f0ac04c1-d5de-4d34-99e1-809fe173bcf2,Roman,char-offset:22613,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,36",,386 B.C.,
afaca70d-93a9-4abb-9606-1f2adb449868,Roman,char-offset:34459,PEOPLE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","5,40",,386 B.C.,
