UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,Citation,Relationship,Narrative Date,Date,Location Precision
e42f5eba-a27e-4469-81d7-9ebcfdf1588e,Marcius,char-offset:97846,PERSON,,,,,,"2,36",,491 B.C.,,
c2e8cc2d-6f8d-412b-bd8d-d640f555847f,Sabines,char-offset:98668,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,36",,491 B.C.,,
7ec9a2a7-514a-4c4c-9c96-b41a9cae8890,Tullius,char-offset:97855,PERSON,,,,,,"2,36",,491 B.C.,,
cbf15421-a33d-4f15-85e5-99501378ab44,Tullius,char-offset:99787,PERSON,,,,,,"2,37",,491 B.C.,,
913a94a6-5bc5-49a6-ba35-599f537ba7a1,Volscian,char-offset:100233,PEOPLE,http://pleiades.stoa.org/places/433208,Volsci,41.60201343,13.17762716,people,"2,37",Enemy,491 B.C.,,
844b01e2-3c69-40d0-879e-ec4d9488f7b0,Volscian,char-offset:101793,PEOPLE,http://pleiades.stoa.org/places/433208,Volsci,41.60201343,13.17762716,people,"2,37",Enemy,491 B.C.,,
ef25ee4e-3c1c-4b1e-976c-debb308a219d,Attius Tullius,char-offset:101896,PERSON,,,,,,"2,38",,491 B.C.,,
6902a485-5986-40b0-857f-0fb6a7530ccb,Cerceii,char-offset:102148,PERSON,,,,,,"2,38",,491 B.C.,,
0d61424f-6d3f-4e23-9086-bf416d2f1697,Cluilian Dykes,char-offset:102553,PERSON,,,,,,"2,38",,491 B.C.,,
789e0ee2-82b4-4e35-bbce-9e5ff41e3edf,Corbio,char-offset:102428,PLACE,http://pleiades.stoa.org/places/252193,Corbio,,,unlocated,"2,38",Neutral,491 B.C.,,
e9497908-a7ae-448b-9bee-1b19f47bb39a,Corioli,char-offset:102280,PLACE,http://pleiades.stoa.org/places/438723,Corioli,,,"unlocated,settlement","2,38",Neutral,491 B.C.,,
992e473d-9ce1-466d-93f0-1f06266739bb,Longula,char-offset:102258,PLACE,http://pleiades.stoa.org/places/438775,Longula,41.52820798,12.5862398,"unlocated,settlement","2,38",Neutral,491 B.C.,,
aabba88c-cd85-4875-9966-f9eddb560a9f,Marcius,char-offset:101919,PERSON,,,,,,"2,38",,491 B.C.,,
e270a757-46c5-4271-bc4b-a1f688d4e0f4,Marcius,char-offset:103673,PERSON,,,,,,"2,38",,491 B.C.,,
3d752ebe-a47e-4161-95ba-9e14c3ca4a14,Marcius,char-offset:103801,PERSON,,,,,,"2,38",,491 B.C.,,
9de73552-e18c-4dfe-8308-5a2a18935004,Nautius,char-offset:103333,PERSON,,,,,,"2,38",,491 B.C.,,
a034a51d-a5de-445d-8515-580be758be43,Polusca,char-offset:102267,PLACE,http://pleiades.stoa.org/places/438813,Pollusca,,,"unlocated,settlement","2,38",Neutral,491 B.C.,,
64ec01f8-e879-47ed-9269-ad4839b9c7a5,Satricum,char-offset:102248,PERSON,,,,,,"2,38",,491 B.C.,,
acc8da58-76de-47a1-9632-02cc361f093d,Trebium Labici,char-offset:102446,PERSON,,,,,,"2,38",,491 B.C.,,
f5580bce-d0f0-46d0-8467-d7172daf2a92,Vetellia,char-offset:102436,PLACE,http://pleiades.stoa.org/places/438886,Vitellia,,,"unlocated,settlement","2,38",Enemy,491 B.C.,,
b514c0d6-235a-41c5-b736-757f46ee8a2c,Aequi,char-offset:107697,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,39",,491 B.C.,,
c34432be-cb21-453a-8e92-b81b55dd62ad,Aquilius,char-offset:108173,PERSON,,,,,,"2,39",,491 B.C.,,
6aecd234-4d70-4e9d-a440-d92831177f42,Attius Tullius,char-offset:107803,PERSON,,,,,,"2,39",,491 B.C.,,
33e4175d-f2b3-4f7b-9116-1847b82452be,C. Aquilius,char-offset:108096,PERSON,,,,,,"2,39",,491 B.C.,,
f97be102-c0d3-475c-90e1-0048c567541e,Fabius,char-offset:107184,PERSON,,,,,,"2,39",,491 B.C.,,
bf4a4a2b-a4c0-4aa7-bfd5-c981969988c4,Fortuna Muliebris,char-offset:107586,PERSON,,,,,,"2,39",,491 B.C.,,
cd8bc32b-2b3b-4ad3-8dbe-f5a8d3f17dcc,Hernici,char-offset:108199,PLACE,http://pleiades.stoa.org/places/422944,Hernici,41.74758569,13.34528397,people,"2,39",,491 B.C.,,
1a12115a-9410-42cd-b734-2d014d58ea64,Sicinius,char-offset:108112,PERSON,,,,,,"2,39",,491 B.C.,,
85f62d95-5187-44d8-897a-8a83237f1301,T. Sicinius,char-offset:108080,PERSON,,,,,,"2,39",,491 B.C.,,
a59fd6e2-b2fd-4e19-b9dd-41052c611fe7,Veturia,char-offset:104521,PERSON,,,,,,"2,39",,491 B.C.,,
1051b408-9a5b-4006-bf57-ff81ba02f979,Veturia,char-offset:104759,PERSON,,,,,,"2,39",,491 B.C.,,
e296dab6-0a26-47c4-b0f2-da39b787fcc8,Veturia,char-offset:105307,PERSON,,,,,,"2,39",,491 B.C.,,
026183ca-4b48-41d3-80bf-a3f47de116fa,Aquilii,char-offset:8340,PERSON,,,,,,"2,4",,507 B.C.,,
006d79e0-caaa-49b2-9865-b6389c39c7f4,Brutus,char-offset:8402,PERSON,,,,,,"2,4",,507 B.C.,,
975036f5-f265-4e14-ba15-73ea0414d902,Tiberius,char-offset:8472,PERSON,,,,,,"2,4",,507 B.C.,,
5eafe364-2227-44cf-a013-5f0e62b134b9,Vitellii,char-offset:8327,PERSON,,,,,,"2,4",,507 B.C.,,
c7ba5d5f-e66e-4a22-bddd-3aafe689ff08,Vitellii,char-offset:8367,PERSON,,,,,,"2,4",,507 B.C.,,
987315cb-7cfc-4c10-bc13-75f6c5ea1636,Vitellii,char-offset:9324,PERSON,,,,,,"2,4",,507 B.C.,,
0702c8e1-26b6-4f47-b89b-cfdbe7768db2,Aemilius,char-offset:112384,PERSON,,,,,,"2,41",,486 B.C.,,
744fcc47-7d7a-4ba9-b1aa-5579b2b811b7,Aequi,char-offset:111813,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,41",Enemy,486 B.C.,,
f38817e9-3d7c-49a2-af00-46465211fc78,Aequi,char-offset:112322,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,41",Enemy,486 B.C.,,
4d116601-563e-4619-ab88-cda8b9fa7a3a,Caeso,char-offset:113291,PERSON,,,,,,"2,41",,486 B.C.,,
5de040c4-26ff-491f-8061-dfeeb07722aa,Caeso Fabius,char-offset:111122,PERSON,,,,,,"2,41",,486 B.C.,,
ca698eb1-c897-4970-82d1-6818aa0987d4,Caeso Fabius,char-offset:112054,PERSON,,,,,,"2,41",,486 B.C.,,
1139c3c7-deb6-4899-9212-627eccc30aba,Cassian,char-offset:111007,PERSON,,,,,,"2,41",,486 B.C.,,
40f2a14c-f540-45b1-a471-03d01ea6e57c,Ceres,char-offset:110920,PLACE,http://sws.geonames.org/3179099,Ceres,45.31336,7.38961,,"2,41",,486 B.C.,,
548b6ab5-149c-46a4-854b-8c8775113c19,Coriolanus,char-offset:109863,PERSON,,,,,,"2,41",,486 B.C.,,
d1b1df02-e4aa-422d-bf35-96bcd0ec5ae7,Fabian,char-offset:112004,PERSON,,,,,,"2,41",,486 B.C.,,
0656489b-aa5c-4d87-b51d-43fe61374803,Fabius,char-offset:111875,PERSON,,,,,,"2,41",,486 B.C.,,
d9522e15-fcab-4fd0-92c0-8448b1b008aa,Hernici,char-offset:108440,PLACE,http://pleiades.stoa.org/places/422944,Hernici,41.74758569,13.34528397,people,"2,41",,486 B.C.,,
4c030d12-a913-410c-b4ee-887aaad0d0dc,Hernici,char-offset:109730,PLACE,http://pleiades.stoa.org/places/422944,Hernici,41.74758569,13.34528397,people,"2,41",Ally,486 B.C.,,
a05db03b-0917-4846-aec0-e39b8b00e6cc,L. Aemilius,char-offset:112080,PERSON,,,,,,"2,41",,486 B.C.,,
638f6d7e-3cb9-4f41-8d5e-8f5a371b8ad1,L. Valerius,char-offset:111139,PERSON,,,,,,"2,41",,486 B.C.,,
4e56e738-4a58-44ef-909b-403f3e9b150d,L. Valerius,char-offset:113302,PERSON,,,,,,"2,41",,486 B.C.,,
e3f662cf-9a2b-4bf6-8b77-271c7ac620a4,M. Fabius,char-offset:113265,PERSON,,,,,,"2,41",,486 B.C.,,
24bb22cc-4b03-4b37-8100-c22ce96f6d62,Oppia,char-offset:114330,PERSON,,,,,,"2,41",,486 B.C.,,
af01924a-1619-4a61-9969-7ab38360afd6,Postumius,char-offset:112606,PERSON,,,,,,"2,41",,486 B.C.,,
096d1267-831a-407e-96d5-f112f20ab944,Servius Cornelius,char-offset:111407,PERSON,,,,,,"2,41",,486 B.C.,,
b5ca1380-94c6-4598-bb61-f407d88e3777,Sicily,char-offset:110371,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"2,41",Neutral,486 B.C.,,
9819aced-9266-4964-8f52-f538fa096682,Veii,char-offset:113859,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,41",Enemy,486 B.C.,,
d41b9436-861f-4357-ad7a-12d83da6b1c3,Verginius,char-offset:109401,PERSON,,,,,,"2,41",,486 B.C.,,
fe408c71-d73f-4581-961a-68b574592602,Verginius,char-offset:110000,PERSON,,,,,,"2,41",,486 B.C.,,
6758dce6-d7cb-4c3b-8600-37a1a0637c00,Aequi,char-offset:114541,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,42",,485 B.C.,,
bea0432d-3af6-48fe-850a-df95a2c8f678,C. Julius,char-offset:114422,PERSON,,,,,,"2,42",,485 B.C.,,
faa9d52a-1705-4722-a6ea-889c8bd8c818,Caeso Fabius,char-offset:114662,PERSON,,,,,,"2,42",,485 B.C.,,
3df361ec-4d9e-461b-b50d-dd59a6ff1f12,Fabii,char-offset:117160,PLACE,,,,,,"2,42",,485 B.C.,,
12a71d72-23aa-433d-a4c8-1d7a88a40aa7,Fabius,char-offset:115552,PERSON,,,,,,"2,42",,485 B.C.,,
0acfb892-f6bf-4607-82b4-2aa0112c7794,Fabius,char-offset:115660,PERSON,,,,,,"2,42",,485 B.C.,,
eb778a39-d80b-4aff-aab1-0cf7161730c3,Gnaeus Manlius,char-offset:117195,PERSON,,,,,,"2,42",,485 B.C.,,
7f19e4db-19ef-430e-a598-78769df84ea8,Licinius,char-offset:115062,PERSON,,,,,,"2,42",,485 B.C.,,
91465f62-80b4-44e0-9381-90f402783522,M. Fabius,char-offset:117177,PERSON,,,,,,"2,42",,485 B.C.,,
ee8763ef-6114-4551-a66a-cb8a2f4b38c0,Veientines,char-offset:114569,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,42",Enemy,485 B.C.,,
606e0157-78c5-4cda-bacf-fecc71ad4a91,Veientines,char-offset:114760,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,42",Enemy,485 B.C.,,
e4adce7f-db16-44d3-8c6d-00186d874dbf,Appius Claudius,char-offset:117453,PERSON,,,,,,"2,43",,484-480 B.C.,,
e3fdfb3c-c3fd-4d7c-9a7d-129966b4fc0a,Licinius,char-offset:117363,PERSON,,,,,,"2,43",,484-480 B.C.,,
31c38ab1-890c-471f-9d1b-caf248d37e38,Tiberius Pontificius,char-offset:117307,PERSON,,,,,,"2,43",,484-480 B.C.,,
4e484bdb-b7b7-4a0c-b7fa-79b6b569b7b7,Aequi,char-offset:119963,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,44",,480 B.C.,,
4ade410d-8893-4309-8d90-54df90c483f0,Etruria,char-offset:118737,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42102875,11.75274412,region,"2,44",Enemy,480 B.C.,,
a70c5793-67b3-4d7b-a7b9-d2ae85d78a1d,Veii,char-offset:118682,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,44",Enemy,480 B.C.,,
01975268-f889-45e2-aa81-3c343c86a79d,Fabian,char-offset:124735,PERSON,,,,,,"2,45",,480 B.C.,,
c2f8a0c9-351d-4bc5-8abb-a4491ddf9708,Fabius,char-offset:123624,PERSON,,,,,,"2,45",,480 B.C.,,
28d9c856-d10c-4730-87e3-621358d5d917,M. Fabius,char-offset:124162,PERSON,,,,,,"2,45",,480 B.C.,,
9582522a-7cc7-4141-a5f7-1b17526da2ed,M. Flavoleius,char-offset:124146,PERSON,,,,,,"2,45",,480 B.C.,,
68cac126-41b4-4e68-9e16-bba9d314f99d,Manlius,char-offset:123534,,,,,,,"2,45",,480 B.C.,,
821919bd-09ef-4d48-a004-796841e6cb3c,Manlius,char-offset:123723,PERSON,,,,,,"2,45",,480 B.C.,,
b13f56d4-8a55-4fef-a3fe-35407ad884c3,Aequi,char-offset:125112,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,46",Enemy,480 B.C.,,
2854e324-d484-4e5c-baed-cc9f3ed0715e,Caeso Fabius,char-offset:126627,PERSON,,,,,,"2,46",,480 B.C.,,
37c852f2-7ed1-4086-a7d9-dd01c668ec0d,Etruria,char-offset:124985,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42102875,11.75274412,region,"2,46",Enemy,480 B.C.,,
ae338654-84d2-438d-ab81-147c1995a36f,Fabii,char-offset:125789,PLACE,,,,,,"2,46",,480 B.C.,,
3add236a-ef9f-47b1-b220-7b0d8935e13a,Fabius,char-offset:126135,PERSON,,,,,,"2,46",,480 B.C.,,
6d2548e9-455e-4bd6-b792-f0d22931dc2a,M. Fabius,char-offset:126263,PERSON,,,,,,"2,46",,480 B.C.,,
9737bb35-fe81-4109-9a09-bc5ae611f815,Quintus Fabius,char-offset:126605,PERSON,,,,,,"2,46",,480 B.C.,,
15c04516-bc7a-49fc-9a0f-cd86843aa9e2,Manlius,char-offset:128416,PERSON,,,,,,"2,47",,479 B.C.,,
6c369f9a-3ee4-47c5-8fb5-a333462d5224,Q. Fabius,char-offset:127225,PERSON,,,,,,"2,47",,479 B.C.,,
8a75fdc1-65d4-46af-ab72-5db5a8c2f759,Aequi,char-offset:131805,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,48",Enemy,479 B.C.,,
9776a16e-6bc7-4de2-888f-7382bc419f67,Aequi,char-offset:131829,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,48",,479 B.C.,,
3d0305cb-f650-4a24-bc34-df11a1b256b2,Aequi,char-offset:132592,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,48",Enemy,479 B.C.,,
5fcdaee8-2d0b-4153-8c97-077391eb3525,Caeso,char-offset:131530,PERSON,,,,,,"2,48",,479 B.C.,,
1128f592-06a7-4be4-b049-d12e20498136,Caeso,char-offset:131719,PERSON,,,,,,"2,48",,479 B.C.,,
a64c60c0-9645-453b-9e63-93ed23323b8e,Caeso Fabius,char-offset:130759,PERSON,,,,,,"2,48",,479 B.C.,,
c998110d-9124-49bb-a058-e3fd0ec72572,Caeso Fabius,char-offset:132052,PERSON,,,,,,"2,48",,479 B.C.,,
5af98524-82a6-4075-9d8f-6d4aa99e49c9,Etruria,char-offset:132782,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42102875,11.75274412,region,"2,48",Enemy,479 B.C.,,
91ba80d4-0545-469b-a5a9-9af9006bcefc,Fabii,char-offset:130516,PLACE,,,,,,"2,48",,479 B.C.,,
4d908a94-d458-4b5d-a991-f6f3bcb07b80,Fabii,char-offset:133021,PLACE,,,,,,"2,48",,479 B.C.,,
c50e1347-1cba-4d0a-ac37-f98e9e6bb4a8,Fabii,char-offset:133602,PLACE,,,,,,"2,48",,479 B.C.,,
e7b67d45-85ae-450d-84c9-af256a8343aa,Quintus Fabius,char-offset:129761,PERSON,,,,,,"2,48",,479 B.C.,,
433a6728-cdd7-4899-b067-51909d43e851,Sabines,char-offset:132729,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,48",,479 B.C.,,
6b8d7986-cff7-408f-a67c-0959f3315a35,Veientines,char-offset:132009,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,48",Enemy,479 B.C.,,
4d90d6be-ba3d-4416-874e-f8bc37dbf6da,Veientines,char-offset:132179,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,48",Enemy,479 B.C.,,
f49dfc5a-f758-40a3-97cd-189377428d89,Aequi,char-offset:134154,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,49",Enemy,479 B.C.,,
846dc3be-674f-4156-9624-36bd58c63dca,C. Servilius,char-offset:135931,PERSON,,,,,,"2,49",,479 B.C.,,
f40beeed-8b7e-4d85-a9ed-5418ab2e7147,Etruria,char-offset:136367,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42102875,11.75274412,region,"2,49",Enemy,479 B.C.,,
7549d081-1f93-4228-bc5a-38c831b02c53,Fabii,char-offset:134285,PLACE,,,,,,"2,49",,479 B.C.,,
5c8792ce-af23-4a48-a125-c6c2297b4ff5,L. Aemilius,char-offset:135915,PERSON,,,,,,"2,49",,479 B.C.,,
d2dec6ec-d784-43e1-9626-1ab7db80b1d4,L. Aemilius,char-offset:136469,PERSON,,,,,,"2,49",,479 B.C.,,
f1655f89-b2c9-4bf3-aec9-742f490aacdd,Saxa Rubra,char-offset:136891,PLACE,http://pleiades.stoa.org/places/423061,"Saxa Rubra|Pons Neronianus, Pons Neronianus",41.901,12.4641,"settlement-modern,station","2,49",Neutral,479 B.C.,,
4219ef9b-dc82-4790-8567-230fb2a4607b,Rome,char-offset:12215,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","2,5",,507 B.C.,,
58f26a6b-add3-4254-90f6-9df0ce6d44d9,Tarquin,char-offset:13128,PERSON,,,,,,"2,5",,507 B.C.,,
f8f7f165-1afe-4e8c-9c5a-612c0698ab03,Tiber,char-offset:10570,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,5",Neutral,507 B.C.,,
f3f12347-7f05-4443-bce6-0bae8662c501,Tiber,char-offset:10897,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,5",Neutral,507 B.C.,,
56cb112a-42f6-42da-904b-881327fd0d79,Vindicius,char-offset:12955,PERSON,,,,,,"2,5",,507 B.C.,,
b17816d4-2d5a-43e9-9918-ca942ea589a8,Etruria,char-offset:137424,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42102875,11.75274412,region,"2,50",Enemy,478 B.C.,,
32dc513b-8889-4856-8da8-05593b976383,Fabii,char-offset:137933,PLACE,,,,,,"2,50",,478 B.C.,,
bba89450-f912-403b-91f0-6ddb6047e007,Veii,char-offset:137097,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,50",Enemy   ,478 B.C.,,
b412fcc7-bc8f-4a81-86cb-c8b420a622fc,C. Horatius,char-offset:139989,PERSON,,,,,,"2,51",,476 B.C.,,
a2c55aaa-cbdc-414f-bc78-d24449798d65,Colline,char-offset:140536,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","2,51",,476 B.C.,,
3c003981-3408-4178-b479-f2e433a56e0a,Fabian,char-offset:139865,PERSON,,,,,,"2,51",,476 B.C.,,
27520c29-1623-4872-b05d-41cc614e2fb4,Janiculum,char-offset:140878,PERSON,,,,,,"2,51",,476 B.C.,,
900017ce-4132-482a-b601-b1d446100225,Menenius,char-offset:140031,PERSON,,,,,,"2,51",,476 B.C.,,
db5751bb-9dcb-4ddd-8b6f-29409502994a,Servilius,char-offset:141422,PERSON,,,,,,"2,51",,476 B.C.,,
d7ae5556-1659-4b4d-a261-88c323dbd54e,T. Menenius,char-offset:140005,PERSON,,,,,,"2,51",,476 B.C.,,
a5f6c246-67ba-44d5-b8ae-64b813145635,Tiber,char-offset:141376,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,51",Neutral,476 B.C.,,
4282290d-6977-49cb-9924-37b01cd8239a,Tiber,char-offset:141562,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"2,51",Neutral,476 B.C.,,
6a959821-434f-4128-823f-393f7469804b,Agrippa,char-offset:143109,PERSON,,,,,,"2,52",,476 B.C.,,
d0027591-4e7f-4960-a128-6f2c4f30466a,C. Nautius,char-offset:143620,PERSON,,,,,,"2,52",,476 B.C.,,
2edbcc39-2ab7-43b4-b521-8c9304212af7,Campania,char-offset:142285,PLACE,http://pleiades.stoa.org/places/432742,Campania,41.25,14.25,region,"2,52",Neutral,476 B.C.,,
bd817e6e-5423-4e25-ab1b-acf7382d2808,L. Caedicius,char-offset:143499,PERSON,,,,,,"2,52",,476 B.C.,,
a1fd3daf-a2c1-426a-9fe3-4243d329a5b1,Menenius,char-offset:143693,PERSON,,,,,,"2,52",,476 B.C.,,
fa7abd3a-f9a6-45b0-b9ed-d39884a798c1,P. Valerius,char-offset:143635,PERSON,,,,,,"2,52",,476 B.C.,,
adabe6f1-b35c-4e0a-a15c-ba781d478c3f,Servilius,char-offset:143416,PERSON,,,,,,"2,52",,476 B.C.,,
8f8d4146-67b3-41d6-b8e3-4754e9098fb7,T. Genucius,char-offset:142741,PERSON,,,,,,"2,52",,476 B.C.,,
7231d8ee-b899-4a62-b222-54feca6cdc34,T. Menenius,char-offset:142816,PERSON,,,,,,"2,52",,476 B.C.,,
51118141-d14e-4d96-802b-ea15f77380ec,T. Menenius,char-offset:144213,PERSON,,,,,,"2,52",,476 B.C.,,
25e68e72-a63d-4c78-95b9-20b941dcd20f,T. Statius,char-offset:143516,PERSON,,,,,,"2,52",,476 B.C.,,
40b5aa70-b318-4585-be84-17b7f46e3e1c,Verginius,char-offset:144511,PERSON,,,,,,"2,52",,476 B.C.,,
dc229476-4435-4412-b600-306cabec9631,Aequi,char-offset:145999,PLACE,http://pleiades.stoa.org/places/422822,Aequi,42.0215935,13.16497,people,"2,53",,476 B.C.,,
11deff4a-79f5-4932-b75f-c04d3a7bf60d,C. Manlius,char-offset:146662,PERSON,,,,,,"2,53",,476 B.C.,,
2eeaf5f9-0af4-48a1-ab8d-f8aa98919d26,C. Nautius,char-offset:146295,PERSON,,,,,,"2,53",,476 B.C.,,
ced48f91-0a20-478d-9e17-bb0b7516c908,Furius,char-offset:147407,PERSON,,,,,,"2,53",,476 B.C.,,
5dfe1889-1d41-4e53-86d7-89f08a79b9b6,Genucius,char-offset:147214,PERSON,,,,,,"2,53",,476 B.C.,,
037d7a45-b290-4898-91f9-50513efb6c5b,Hernici,char-offset:146110,PLACE,http://pleiades.stoa.org/places/422944,Hernici,41.74758569,13.34528397,people,"2,53",,476 B.C.,,
609ef181-6e9f-452b-960b-f5fe120c417d,L. Aemilius,char-offset:147262,PERSON,,,,,,"2,53",,476 B.C.,,
30eee1cb-266f-46c4-9042-12e8d09ecb73,L. Furius,char-offset:146648,PERSON,,,,,,"2,53",,476 B.C.,,
b8b8f2e6-14de-49f5-abda-e1ea35a01fe6,Manlius,char-offset:146719,PERSON,,,,,,"2,53",,476 B.C.,,
2ba0e7f2-4a1f-440c-90ec-f1b29e3a8236,Manlius,char-offset:147418,PERSON,,,,,,"2,53",,476 B.C.,,
eb3fa281-f203-4f2c-83f7-9979ebf8e6e3,Marcius,char-offset:148322,PERSON,,,,,,"2,53",,476 B.C.,,
4cb2ad2a-5e44-4cda-b4d7-2e3b581edcbe,Opiter Verginius,char-offset:147278,PERSON,,,,,,"2,53",,476 B.C.,,
25b8eca7-9560-461e-8637-2b4a034b116d,P. Valerius,char-offset:144945,PERSON,,,,,,"2,53",,476 B.C.,,
86080d79-0a3e-4351-9eda-c8cd7cc270c7,Rome,char-offset:146320,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","2,53",,476 B.C.,,
d602b62e-f578-4b58-9c8e-0548d9273503,Sabine,char-offset:145012,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"2,53",Enemy,476 B.C.,,
65dda1cd-4c4a-4f0d-92b1-911947d44a0e,Sabines,char-offset:144844,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,53",,476 B.C.,,
fbbe6113-4c41-4a0f-bb23-c5dadcf8a18a,Sabines,char-offset:145523,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"2,53",,476 B.C.,,
8bca7599-2d7a-423b-b431-15e2fd2ab653,Servilius,char-offset:147116,PERSON,,,,,,"2,53",,476 B.C.,,
4b2dcff3-8ab4-45db-aade-c29dc2bbf8bf,Veientines,char-offset:144818,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,53",Enemy,476 B.C.,,
378752d8-f5bc-43aa-a82a-57ffb9fb5c3e,Veientines,char-offset:145411,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,53",Enemy,476 B.C.,,
2e6e82d5-f5fd-41d1-95e3-5d22aecb52a2,Veii,char-offset:144982,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,53",Enemy,476 B.C.,,
3407e1b8-00ae-4deb-b8da-bc1944b36fb1,Veii,char-offset:145471,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,53",Enemy,476 B.C.,,
5f2c9374-ff09-471f-a351-e6c5de2f9aba,Veii,char-offset:145975,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","2,53",Enemy,476 B.C.,,
0c28fae0-70ef-4f52-83f0-ad2d07b0d95e,Genucius,char-offset:150309,PERSON,,,,,,"2,55",,473 B.C.,,
f107ce64-f2bb-456f-82ad-277b71aeaafd,Volero,char-offset:150974,PERSON,,,,,,"2,55",,473 B.C.,,
dcda2da2-333d-4b4a-8821-d87dee3f48bd,Volero,char-offset:151363,PERSON,,,,,,"2,55",,473 B.C.,,
ac6bbe0f-7974-400b-b6ab-996645c78099,Volero,char-offset:152191,PERSON,,,,,,"2,55",,473 B.C.,,
00586afb-fcf4-4617-aa3d-7422a60e2681,Volero,char-offset:152419,PERSON,,,,,,"2,55",,473 B.C.,,
3ac31b47-051e-464b-bc06-c8a24d261d8f,Volero Publilius,char-offset:150829,PERSON,,,,,,"2,55",,473 B.C.,,
616e73ab-1184-4e8d-a937-091b8115cc1e,Appius,char-offset:153902,PERSON,,,,,,"2,56",,471 B.C.,,
ab864246-ebda-4da7-82c2-258e45ba3898,Appius,char-offset:154501,PERSON,,,,,,"2,56",,471 B.C.,,
11679fb3-75fc-4bc6-b09e-3c82d640bab5,Appius Claudius,char-offset:153874,PERSON,,,,,,"2,56",,471 B.C.,,
