ID,Quote Trans,Anchor,Types ,URI,Vocab,LAT,LNG,Place_Type,Citation,Relationship,Date,Location Precision 
9b4bc3b5-635b-49f7-b91f-77baa3d6126a,Romulus,char-offset:9247,PERSON,,,,,,"4,3",,445 B.C.,
c6bd84ca-1004-4357-ba9e-966eb9290591,Romulus,char-offset:5323,PERSON,,,,,,"4,32",,426 B.C,
31991ba6-79d6-4d40-8fc8-27edba73a8d1,Romulus,char-offset:10692,PERSON,,,,,,"4,4",,445 B.C.,
e89cf7b1-8115-4192-81ec-c35f8ccdd1c9,Rutulians,char-offset:31972,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","4,11",Ally,441 B. C.,
6abdf113-72fb-4efd-b8a3-991932569c87,Rutulians,char-offset:32151,PEOPLE,http://pleiades.stoa.org/places/422843,"Ardea|Ardea, Ardea",41.61126,12.54968,"settlement,urban","4,11",Ally,441 B. C.,
358bf8ce-400e-4b24-99f2-38bbf0ae98d9,Sabine,char-offset:9216,PLACE,http://pleiades.stoa.org/places/423028,Sabina,41.875,12.625,region,"4,3",Ally,445 B.C.,
1dbdb5c2-fd26-4e6b-a26a-fb31f694d5c3,Sabines,char-offset:8720,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"4,3",Ally,445 B.C.,
051ae2c1-de2f-42f1-932a-8e8665a2137a,Sabines,char-offset:9671,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"4,3",,445 B.C.,
8f51570b-03c9-451b-8cf8-60d4dc1304e0,Sabines,char-offset:12147,PEOPLE,http://pleiades.stoa.org/places/413291,Sabini,42.25,12.75,people,"4,4",Ally,445 B.C.,
0aaba6cb-6657-40c8-a47c-7bdb643a8882,Samnites,char-offset:15179,PEOPLE,http://pleiades.stoa.org/places/442765,Samnites,41.25,14.75,people,"4,37",Unknown,423 B. C.,
335bc001-ea16-49e0-855d-102325f6280e,Samnites,char-offset:18359,PEOPLE,http://pleiades.stoa.org/places/442765,Samnites,41.25,14.75,people,"4,52",Unknown,412-411 B. C.,
34404176-b794-47e5-a331-9b014fe38571,Sempronius,char-offset:16927,PERSON,,,,,,"4,37",,423 B. C.,
f88df817-59e5-4897-9b79-54d87b43b991,Sempronius,char-offset:18020,PERSON,,,,,,"4,38",,423 B. C.,
4de46490-6ffe-41c7-8a13-e74160f15345,Sempronius,char-offset:22741,PERSON,,,,,,"4,40",,423 B. C.,
5cf69dca-a5dc-4d67-98dd-c19fe1df5de2,Sempronius,char-offset:27469,PERSON,,,,,,"4,42",,422 B. C.,
7852ee7e-fea5-495b-bfad-6556394b2b36,Sempronius,char-offset:28283,PERSON,,,,,,"4,42",,422 B. C.,
fdaea74b-a8e4-4fb6-a3d7-5518430ad4dd,Sempronius,char-offset:28728,PERSON,,,,,,"4,42",,422 B. C.,
0564d600-6048-430a-82dc-cfd2bd5eea94,Sempronius,char-offset:29934,PERSON,,,,,,"4,43",,421 B. C.,
b5c5ccd1-7017-4b97-a64f-bd4d3a594096,Sempronius,char-offset:24644,PERSON,,,,,,"4,8",,444 - 443 B. C.,
6f77b8a5-db88-4b56-aa36-e544d54a0121,Servilius,char-offset:40374,PERSON,,,,,,"4,14",,439 B. C.,
db70ec99-d598-4b91-9710-d306b9248a9b,Servilius,char-offset:40549,PERSON,,,,,,"4,14",,439 B. C.,
8fc8c682-cee7-442c-8ba9-4684549ca46d,Servilius,char-offset:41243,PERSON,,,,,,"4,14",,439 B. C.,
7c94b80c-5746-4d08-afc1-b69b3bb9c43d,Servilius,char-offset:1417,PERSON,,,,,,"4,16",,439 B. C.,
55ec7f7d-449f-4726-87ba-03bb2b744505,Servilius,char-offset:13120,PERSON,,,,,,"4,21",,436 B.C.,
b70304e5-4353-4f7e-9ddf-663cf66dd917,Servilius Ahala,char-offset:13022,PERSON,,,,,,"4,21",,436 B.C.,
a7bd70ce-77a0-47bd-83a1-28bf526bd8f0,Servius Romanus,char-offset:43951,PERSON,,,,,,"4,61",,404 B.C.,
d569da47-1ff1-4456-821b-1221f5316e25,Servius Tullius,char-offset:9068,PERSON,,,,,,"4,3",,445 B.C.,
04409898-0237-4c5c-a8be-089ae6c3c742,Servius Tullius,char-offset:10874,PERSON,,,,,,"4,4",,445 B.C.,
c0e4f40d-23c6-4512-8f25-a3dfc7061741,Sex. Titinius,char-offset:1256,PERSON,,,,,,"4,16",,439 B. C.,
76b20165-6e9f-4fc9-bf23-8620a6981a4a,Sextius,char-offset:11167,PERSON,,,,,,"4,49",,416-414 B. C.,
9b63a62b-a061-4d44-bd6b-237286c09386,Sextius,char-offset:12054,PERSON,,,,,,"4,49",,416-414 B. C.,
d34c70b6-da98-48ef-828d-3c46dc563d83,Sextus Pompilius,char-offset:33242,PERSON,,,,,,"4,44",,420 B. C.,
d8749222-4923-4f5d-a9e0-e31f714e01c5,Sextus Tempanius,char-offset:23234,PERSON,,,,,,"4,40",,423 B. C.,
c132dcd1-60a4-4613-82ce-af2ca7c45d33,Sicilians,char-offset:35472,PEOPLE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"4,29",Enemy,431-429 B. C.,
125cd56b-bc68-4b30-a77f-222c659a95aa,Sicily,char-offset:21875,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"4,25",Ally,432 B.C.,
e090045a-1219-42c2-963d-fe1cae123d60,Sicily,char-offset:35573,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.53667612,14.08648465,island,"4,29",Enemy,431-429 B. C.,
699f58de-9591-4fe9-9905-5843f4903de0,Spurius Cassius,char-offset:42696,PERSON,,,,,,"4,15",,439 B. C.,
399c1297-2491-43f8-8603-1eacf5c13718,Spurius Maelius,char-offset:35800,PERSON,,,,,,"4,13",,439 B. C.,
0b243031-370c-4ae1-ab56-89e62c5742ea,Spurius Maelius,char-offset:43327,PERSON,,,,,,"4,15",,439 B. C.,
cec22ab5-fcf9-4eb6-9290-0a0059845b1a,Spurius Maelius,char-offset:12784,PERSON,,,,,,"4,21",,436 B.C.,
76a35111-38aa-45c2-b8d1-ed4081a208fc,Spurius Nautius Rutilus,char-offset:36417,PERSON,,,,,,"4,45",,419 B. C.,
c9b60288-e3b2-477f-bb7e-959c466e7549,Spurius Nautius Rutilus,char-offset:11315,PERSON,,,,,,"4,35",,425-424 B. C.,
1c5ca859-cab7-4e84-b4e4-df43e2a23e2d,Spurius Nautius Rutilus,char-offset:42575,PERSON,,,,,,"4,61",,404 B.C.,
f749db57-ac7d-469b-b491-51254baa9298,Spurius Veturius Crassus,char-offset:4682,PERSON,,,,,,"4,47",,418 B. C.,
968cb6f2-85e4-4a74-a881-d668f8998f25,Structus,char-offset:14661,PERSON,,,,,,"4,21",,436 B.C.,
c5d4ec24-6327-4e53-9b25-b29aee1f1ad9,T. Caecilius,char-offset:19555,PERSON,,,,,,"4,7",,444 B. C.,
e18b20f3-bd85-4707-805d-60d5844aade3,T. Cluilius Siculus,char-offset:32244,PERSON,,,,,,"4,11",,441 B. C.,
c987095d-69e4-4d8e-8162-a2d3b76955a7,T. Quinctius,char-offset:22560,PERSON,,,,,,"4,40",,423 B. C.,
6bfaadad-1357-414b-8650-6c8c15fcd6d0,T. Quinctius,char-offset:26600,PERSON,,,,,,"4,41",,423 B. C.,
9bbe3cdc-67c6-491f-aad4-f74fe3856876,T. Quinctius,char-offset:1530,PERSON,,,,,,"4,1",,445 B.C.,
74f57619-1aa3-4687-a770-c7bf15475261,T. Quinctius,char-offset:27295,PERSON,,,,,,"4,26",,431 B.C.,
650258be-a6ac-477e-be3c-293fc9bdf9e8,T. Quinctius,char-offset:4558,PERSON,,,,,,"4,32",,426 B.C,
7be6d016-b119-4bf4-875e-75fa4831b748,T. Quinctius Barbatus,char-offset:21940,PERSON,,,,,,"4,7",,444 B. C.,
9356d462-2287-41b6-87c9-3296f883b0ac,T. Quinctius Capitolinus,char-offset:29471,PERSON,,,,,,"4,43",,421 B. C.,
03056b95-c2ad-44b6-b86f-91e124f6d8ed,T. Quinctius Capitolinus,char-offset:36978,PERSON,,,,,,"4,13",,439 B. C.,
4dfed4bc-287d-4a33-8108-e82825803e13,T. Quinctius Capitolinus,char-offset:22899,PERSON,,,,,,"4,8",,444 - 443 B. C.,
208fe420-4961-4275-b322-0f94107418a9,T. Quinctius Capitolinus,char-offset:41742,PERSON,,,,,,"4,61",,404 B.C.,
bc48cfe5-99a5-4b2d-b46b-95ec75ec22d7,T. Quinctius Cincinnatus,char-offset:24484,PERSON,,,,,,"4,26",,431 B.C.,
1015a3bb-0edf-4b95-a21b-9375271c220e,T. Quinctius Poenus,char-offset:11353,PERSON,,,,,,"4,20",,437 B. C.,
1baef25a-2b1b-4774-9a9e-8a3db99b5d37,T. Quinctius Poenus,char-offset:36650,PERSON,,,,,,"4,30",,430-428 B. C.,
8eb5c6fa-ead5-49bd-8128-6cd630d24396,T. Quinctius Poenus,char-offset:45,PERSON,,,,,,"4,31",,428-426 B. C.,
b5ba7ed8-1b27-4ca9-aae0-d908bfbc2786,Tarquin,char-offset:42640,PERSON,,,,,,"4,15",,439 B. C.,
83f53ad2-c581-4699-abae-7ae384795684,Tarquinii,char-offset:8975,PLACE,http://pleiades.stoa.org/places/413332,"Tarchna/Tarquinii|Tarquinii/Tarchonion, Tarquinia|Pian di Civita, Tarquinia|Monterozzi, Tarquinia",42.2594737,11.8032392,"city-wall,sanctuary,settlement,city-gate","4,3",Ally,445 B.C.,
295a2783-6572-4377-b315-c608775fca5b,Tempanius,char-offset:18177,PERSON,,,,,,"4,38",,423 B. C.,
a2286510-2c7f-4c79-b91a-27cb75d96b50,Tempanius,char-offset:19980,PERSON,,,,,,"4,39",,423 B. C.,
abc9b9f7-9098-4f85-aa08-5b4015c6a9b8,Tempanius,char-offset:20691,PERSON,,,,,,"4,39",,423 B. C.,
92670334-90f9-4736-b3f2-16af12964af1,Tempanius,char-offset:20952,PERSON,,,,,,"4,39",,423 B. C.,
33b9e4b5-8cdc-4300-b969-0b05e97a0a42,Tempanius,char-offset:23167,PERSON,,,,,,"4,40",,423 B. C.,
e16b02a5-72b8-442d-8ad8-b9132b3a9e32,Tempanius,char-offset:24268,PERSON,,,,,,"4,41",,423 B. C.,
b7bd6694-8e26-460f-88c2-f68f8de64689,Tempanius,char-offset:26271,PERSON,,,,,,"4,41",,423 B. C.,
3514cabf-ddff-4456-8e50-e5c7bee5f468,Tempanius,char-offset:27290,PERSON,,,,,,"4,42",,422 B. C.,
82ad8253-cff5-4dfd-9904-61ea0b936b64,Tempanius,char-offset:27382,PERSON,,,,,,"4,42",,422 B. C.,
42a86631-2f17-4889-9b21-fb564dbd1f4c,Terracina,char-offset:37362,PLACE,http://pleiades.stoa.org/places/433143,"Tarracina(e)/Anxur|Tarracinae/Tarracina/Anxur, Terracina",41.2912168,13.2488651,"sanctuary,settlement","4,59",Enemy,406 B.C.,
95046074-125f-424e-bc69-22e72a4a8f02,Tiber,char-offset:35761,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,12",,440 B. C.,
826b9136-f30d-46ea-a1a9-73e97fdde641,Tiber,char-offset:5015,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,17",,438 B.C.,
710c3f0f-2729-48ea-8125-2a7cab3e49ba,Tiber,char-offset:8673,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,19",,437 B. C.,
e6709103-1fc4-4e83-a6c1-7a1063fca6fa,Tiber,char-offset:2133,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,31",,428-426 B. C.,
1d36e9c9-8494-482f-be1a-9fed701afcff,Tiber,char-offset:4528,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,32",,426 B.C,
fa70b0b1-d6d9-447c-b0f8-b240c37cb280,Tiber,char-offset:8368,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,33",Enemy,426 B.C,
fde97665-dc9b-4af8-b548-8dc08c418842,Tiber,char-offset:8971,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,49",,416-414 B. C.,
7960ee4a-a3a6-46d6-9a53-8e02557afd40,Tiber,char-offset:18348,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,52",,412-411 B. C.,
fc962b6c-44d2-476b-8805-4f10525e4140,Tiber,char-offset:18593,PLACE,http://pleiades.stoa.org/places/423080,Tiberis (river),42.7082004,12.36927719,river,"4,52",,412-411 B. C.,
97cdf14a-f045-4237-aaaa-81b83910c883,Titus Tatius,char-offset:9223,PERSON,,,,,,"4,3",,445 B.C.,
2d620e56-e7dc-4983-999a-cd845be66ea0,Tolumnius,char-offset:2508,PERSON,,,,,,"4,17",,438 B.C.,
d113b8e6-cd0c-4638-b5fb-7ffd50ef5af7,Tolumnius,char-offset:5384,PERSON,,,,,,"4,18",,437 B. C.,
a5ebfe2f-9181-47fe-bb63-72a3c10372e0,Tolumnius,char-offset:7468,PERSON,,,,,,"4,19",,437 B. C.,
d8694c60-c076-490f-9930-49ad6770df65,Tolumnius,char-offset:8878,PERSON,,,,,,"4,19",,437 B. C.,
8d7779e7-489a-453d-822a-4aa2071ebd98,Tolumnius,char-offset:5284,PERSON,,,,,,"4,32",,426 B.C,
0412360a-b0bd-4759-b021-709c9f78b2a7,Trigeminan,char-offset:303,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban","4,16",,439 B. C.,
2dc8e3b7-bac3-4dd1-bef7-f4039dfc1ad2,Tubero,char-offset:17183,PERSON,,,,,,"4,23",,434 B.C.,
d512c507-4f76-423c-857c-8dca39b4703a,Tusculan,char-offset:37442,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,45",Ally,419 B. C.,
d66db101-dd27-4bbd-9870-c5da77558791,Tusculan,char-offset:37902,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,45",Ally,419 B. C.,
6bc3be18-f952-44d9-bb7b-d43502f39808,Tusculum,char-offset:37786,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,45",Ally,419 B. C.,
349ce26a-7cbb-41e9-9805-6e7ef4e92bb0,Tusculum,char-offset:29780,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,10",Enemy,443 B. C.,
8d6f48a4-19af-49e4-a0b9-88b59e7c9192,Tusculum,char-offset:28739,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,27",,431 B.C.,
5c2dbdba-3b2f-4a60-a48f-2175f9e2932a,Tusculum,char-offset:1732,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,46",Enemy,418 B. C.,
fa7a3264-a5a7-4c58-87c1-8ef0fb50ee89,Tusculum,char-offset:2303,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,46",Enemy,418 B. C.,
5538d5b9-b481-4525-9864-27aa51982d8b,Tusculum,char-offset:3041,PLACE,http://pleiades.stoa.org/places/423108,"Tusculum|Tusculum, Tuscolo, Monte Porzio Catone",41.798322,12.709916,"amphitheatre,theatre,settlement","4,46",Enemy,418 B. C.,
c7a85e02-2df6-48d3-bd7a-79f6f3658d23,Valerius,char-offset:17534,PERSON,,,,,,"4,6",,445 B.C.,
b7e5ae18-a0df-4691-8049-ed1e444f4f29,Valerius,char-offset:19485,PERSON,,,,,,"4,53",,410 B.C.,
d1cfe8a4-8470-46fc-98ad-8fa108e6d589,Valerius,char-offset:37064,PERSON,,,,,,"4,59",,406 B.C.,
1fdaf940-e109-4946-983c-814621dcdcf3,Valerius Antias,char-offset:16817,PERSON,,,,,,"4,23",,434 B.C.,
ff8e8f0d-16f9-4123-b98b-5c228e6ca192,Veientine,char-offset:19918,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,7",Enemy,444 B. C.,
367eea8d-e6c9-4ca0-a6d6-befa8b205432,Veientines,char-offset:1018,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,1",Enemy,445 B.C.,
f6b8b968-f1bb-4dcc-a88e-952f555cca4d,Veientines,char-offset:2297,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,17",Enemy,438 B.C.,
ad4b0a71-bf5d-491e-a5cb-c5fe779e81ab,Veientines,char-offset:3338,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,17",Enemy,438 B.C.,
327b9fb7-55fd-42d1-aa4b-4be4b85f2889,Veientines,char-offset:6081,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,18",Enemy,437 B. C.,
8b9824de-ad4f-49e3-8b4f-67513dbba3b9,Veientines,char-offset:6293,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,18",,437 B. C.,
50d8faf1-2474-4aa0-ad65-3e694fc4d8a5,Veientines,char-offset:8755,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,19",Enemy,437 B. C.,
b166b99c-16bc-4a5a-8d1e-0f1135b642b2,Veientines,char-offset:5945,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,2",Enemy,445 B.C.,
f28339ce-ffbd-48cf-8d45-2ac0fd539830,Veientines,char-offset:12552,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,21",Enemy,436 B.C.,
78ed9bc5-1299-4117-a88d-4635ed478070,Veientines,char-offset:17371,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,24",Enemy,433 B. C.,
77e1fcd4-c0d3-4243-b47d-f68f6ca5657f,Veientines,char-offset:18248,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,24",Enemy,433 B. C.,
ad748819-8a36-4b61-ae44-fcb54abe8687,Veientines,char-offset:22495,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,25",Enemy,432 B.C.,
5a117cfb-7d58-4e87-a49f-412943991ebb,Veientines,char-offset:36695,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,30",Enemy,430-428 B. C.,
bd6e0067-9ae6-48d6-8e33-fae388c75eab,Veientines,char-offset:38284,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,30",Enemy,430-428 B. C.,
1fa64d98-bfd9-48d0-8307-251991c35862,Veientines,char-offset:38637,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,30",Enemy,430-428 B. C.,
1415d320-c934-4269-a1ac-a6edc54ac42e,Veientines,char-offset:530,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
219a753e-9451-4daa-af35-05898c87e5df,Veientines,char-offset:1363,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
691289f5-81b2-454a-933b-391e9c450555,Veientines,char-offset:1941,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
809af14a-169b-4dee-9d25-2e1bfd570862,Veientines,char-offset:2098,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
61cc55ec-ea88-4495-9a87-157ae8b66e8a,Veientines,char-offset:2940,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,32",Enemy,426 B.C,
9bd36615-3c17-4950-9cb7-7386bea28d6c,Veientines,char-offset:5512,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,32",Enemy,426 B.C,
3447c719-2018-4c60-9a74-7f14385cf3d6,Veientines,char-offset:8332,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,33",Enemy,426 B.C,
1fe15e73-b900-4761-a90b-487fcd95fc74,Veientines,char-offset:8460,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,33",Enemy,426 B.C,
852af736-b8d0-4801-bd82-0b00fe2dfafa,Veientines,char-offset:10255,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,34",Enemy,426 B.C,
e7edde62-1f34-42c5-92e4-4d50fb37eb94,Veientines,char-offset:10805,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,35",Truce ,425-424 B. C.,
672f901e-ba08-45d9-8717-fe4d9727d8f7,Veientines,char-offset:35029,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
f0eb5fb0-96da-48f4-a982-f246d822442e,Veientines,char-offset:42161,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,61",Neutral ,404 B.C.,
44284b9f-4045-418e-a3f6-e3c0d10c33e8,Veientines,char-offset:44009,PEOPLE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,61",Enemy,404 B.C.,
1af93676-d6c7-45f1-9adb-af11b55178fa,Veii,char-offset:22611,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,40",Enemy,423 B. C.,
d27d98dc-a8a6-456c-b6fd-637c012fd9d5,Veii,char-offset:22866,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,40",Enemy,423 B. C.,
3a09ac8e-1f96-49d8-921e-357b8c15e71c,Veii,char-offset:26499,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,41",Enemy,423 B. C.,
affc8548-c600-44c7-a1b6-00f24a032844,Veii,char-offset:26832,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,41",Enemy,423 B. C.,
2ce3df8d-642f-4562-bffb-81dd9543a070,Veii,char-offset:31987,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,43",Truce ,421 B. C.,
8f0d9a05-1099-4414-98a3-113d3b1459db,Veii,char-offset:3808,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,17",Enemy,438 B.C.,
1bd055e1-9dff-4919-bfc6-228657adb5f8,Veii,char-offset:5311,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,18",Enemy,437 B. C.,
b5079c1d-5785-434f-871b-6cccc3cb78ac,Veii,char-offset:227,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
75e8b74c-1301-4cf8-a94f-4bf29e95b7d2,Veii,char-offset:2018,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,31",Enemy,428-426 B. C.,
05c8de17-a2e6-48c5-9f71-6d1b4dad2408,Veii,char-offset:2276,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,32",Enemy,426 B.C,
768c7a26-deb3-4ac6-b3eb-a0c44d6bc3b3,Veii,char-offset:3327,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,32",Enemy,426 B.C,
203d65f5-92ac-4de7-965a-048ea73dcdf0,Veii,char-offset:3480,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,32",Enemy,426 B.C,
e07c1b1c-fc70-4f8a-8de5-9e0f83c77796,Veii,char-offset:924,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,46",Enemy,418 B. C.,
18230a34-451e-4c8a-aa33-6eea27a1deda,Veii,char-offset:33404,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
504bfbd8-4593-464b-a249-d9a3445a00f9,Veii,char-offset:33546,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
5530c958-51e1-4ed9-bd41-e8ea58047407,Veii,char-offset:33763,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
f8000779-5ddf-402c-8568-38a36e74d198,Veii,char-offset:34826,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
e074f256-c391-4beb-ba51-c333d1bbb401,Veii,char-offset:35254,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,58",Enemy,407 B.C.,
79032b37-3662-4bc3-8ffb-db6fe339729c,Veii,char-offset:41580,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,60",Enemy,405 B.C.,
758a8183-542f-4837-a200-a47072c78e21,Veii,char-offset:41942,PLACE,http://pleiades.stoa.org/places/423116,"Veii|Veii, Veio, Roma",42.02273,12.40191,"settlement,urban","4,61",Enemy,404 B.C.,
