UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,CITE,Relationship,Date,Location Precision 
83f53fab-c32a-4cad-b983-73f8b862f5ca,L. Minucius,char-offset:94239,PERSON,,,,,,"3,36",,450 B.C.,
2744a772-a2a0-4ff0-bd2d-2f0e50fd0ec9,L. Minucius,char-offset:112816,PERSON,,,,,,"3,40",,450 B.C.,
632ea326-f997-4d0d-a1e5-52df7f72996a,L. Quinctius,char-offset:60274,PERSON,,,,,,"3,19",,460 B.C.,
b17dd6a8-cc8c-416c-94db-8bb118d1b6d9,L. Quinctius,char-offset:71769,PERSON,,,,,,"3,26",,458 B.C.,
91b6e0b2-adf9-4a84-a823-8e1c84ad8d03,L. Quinctius Cincinnatus,char-offset:35156,PERSON,,,,,,"3,13",,461 B.C.,
0db5d3e8-f84a-4d2b-8105-5763381c9e19,L. Quinctius Cincinnatus,char-offset:51546,PERSON,,,,,,"3,16",,460 B.C.,
dade623f-bb10-4de8-a9d5-757cdd736182,L. Quinctius Cincinnatus,char-offset:71484,PERSON,,,,,,"3,25",,458 B.C.,
634bc855-aabe-4665-93f8-8923e318cfb3,L. Siccius,char-offset:114868,PERSON,,,,,,"3,42",,450 B.C.,
23ec6466-9be9-4967-9028-5581df0e0de8,L. Tarquitius,char-offset:73396,PERSON,,,,,,"3,26",,458 B.C.,
cfed6955-ad68-42b6-8e30-fbbc51fd72f4,L. Trebonius,char-offset:178089,PERSON,,,,,,"3,64",,449 B.C.,
